"'=== Task 1: Monthly late rate overall and by ship_mode (Apr-Jun 2025) ==='"
"=== Task 1: Monthly late rate overall and by ship_mode (Apr-Jun 2025) ==="
order_month,ship_mode,total_orders,late_rate
1692,9,2024-08-04,0.485714285714286
1693,19,2024-08-05,0.46875
1694,2,2024-08-05,0.571428571428571
1695,12,2024-08-05,0.571428571428571
1696,2,2024-08-05,0.571428571428571
1697,11,2024-08-05,0.71875
1698,15,2024-08-05,0.5
1699,12,2024-08-06,0.586206896551724
1700,7,2024-08-06,0.620689655172414
1701,16,2024-08-06,0.540540540540541
1702,9,2024-08-06,0.459459459459459
1703,19,2024-08-06,0.454545454545455
1704,6,2024-08-06,0.586206896551724
1705,4,2024-08-06,0.476190476190476
1706,13,2024-08-06,0.46875
1707,3,2024-08-06,0.515151515151515
1708,13,2024-08-06,0.46875
1709,5,2024-08-06,0.451612903225806
1710,18,2024-08-06,0.545454545454545
1711,8,2024-08-07,0.522727272727273
1712,13,2024-08-07,0.484848484848485
1713,9,2024-08-07,0.447368421052632
1714,9,2024-08-07,0.447368421052632
1715,18,2024-08-07,0.5
1716,12,2024-08-07,0.566666666666667
1717,5,2024-08-07,0.4375
1718,4,2024-08-07,0.476190476190476
1719,5,2024-08-07,0.4375
1720,9,2024-08-07,0.447368421052632
1721,20,2024-08-07,0.526315789473684
1722,15,2024-08-07,0.527777777777778
1723,9,2024-08-08,0.439024390243902
1724,9,2024-08-08,0.439024390243902
1725,18,2024-08-08,0.521739130434783
1726,5,2024-08-08,0.411764705882353
1727,15,2024-08-08,0.513513513513513
1728,4,2024-08-08,0.465116279069767
1729,5,2024-08-08,0.411764705882353
1730,20,2024-08-08,0.512820512820513
1731,1,2024-08-08,0.451612903225806
1732,7,2024-08-08,0.642857142857143
1733,14,2024-08-08,0.542857142857143
1734,19,2024-08-08,0.470588235294118
1735,18,2024-08-08,0.521739130434783
1736,2,2024-08-08,0.583333333333333
1737,13,2024-08-09,0.470588235294118
1738,13,2024-08-09,0.470588235294118
1739,6,2024-08-09,0.551724137931034
1740,3,2024-08-09,0.529411764705882
1741,20,2024-08-09,0.512820512820513
1742,8,2024-08-09,0.522727272727273
1743,9,2024-08-09,0.428571428571429
1744,10,2024-08-10,0.357142857142857
1745,7,2024-08-10,0.655172413793103
1746,9,2024-08-10,0.418604651162791
1747,9,2024-08-10,0.418604651162791
1748,9,2024-08-10,0.418604651162791
1749,18,2024-08-10,0.52
1750,12,2024-08-10,0.586206896551724
1751,17,2024-08-10,0.513513513513513
1752,8,2024-08-10,0.533333333333333
1753,5,2024-08-10,0.388888888888889
1754,10,2024-08-10,0.357142857142857
1755,15,2024-08-10,0.527777777777778
1756,10,2024-08-11,0.344827586206897
1757,11,2024-08-11,0.774193548387097
1758,8,2024-08-11,0.545454545454545
1759,5,2024-08-11,0.405405405405405
1760,6,2024-08-11,0.566666666666667
1761,19,2024-08-11,0.457142857142857
1762,7,2024-08-12,0.666666666666667
1763,1,2024-08-12,0.46875
1764,13,2024-08-12,0.485714285714286
1765,4,2024-08-12,0.5
1766,3,2024-08-12,0.542857142857143
1767,20,2024-08-12,0.5
1768,20,2024-08-12,0.5
1769,20,2024-08-12,0.5
1770,17,2024-08-12,0.526315789473684
1771,20,2024-08-13,0.536585365853659
1772,6,2024-08-13,0.580645161290323
1773,17,2024-08-13,0.526315789473684
1774,19,2024-08-13,0.485714285714286
1775,13,2024-08-13,0.5
1776,16,2024-08-13,0.529411764705882
1777,3,2024-08-13,0.555555555555556
1778,3,2024-08-13,0.555555555555556
1779,9,2024-08-14,0.418604651162791
1780,6,2024-08-14,0.580645161290323
1781,20,2024-08-14,0.523809523809524
1782,7,2024-08-14,0.689655172413793
1783,18,2024-08-14,0.52
1784,11,2024-08-14,0.78125
1785,4,2024-08-14,0.5
1786,12,2024-08-14,0.571428571428571
1787,4,2024-08-15,0.511627906976744
1788,9,2024-08-15,0.431818181818182
1789,8,2024-08-15,0.522727272727273
1790,7,2024-08-15,0.724137931034483
1791,7,2024-08-15,0.724137931034483
1792,10,2024-08-15,0.310344827586207
1793,9,2024-08-15,0.431818181818182
1794,18,2024-08-15,0.52
1795,20,2024-08-15,0.511627906976744
1796,3,2024-08-16,0.526315789473684
1797,8,2024-08-16,0.511111111111111
1798,4,2024-08-16,0.522727272727273
1799,19,2024-08-16,0.485714285714286
1800,9,2024-08-16,0.431818181818182
1801,6,2024-08-16,0.59375
1802,8,2024-08-17,0.533333333333333
1803,11,2024-08-17,0.757575757575758
1804,12,2024-08-17,0.571428571428571
1805,7,2024-08-17,0.741935483870968
1806,6,2024-08-18,0.575757575757576
1807,20,2024-08-18,0.511627906976744
1808,11,2024-08-18,0.764705882352941
1809,10,2024-08-18,0.3
1810,18,2024-08-18,0.52
1811,19,2024-08-18,0.472222222222222
1812,5,2024-08-18,0.405405405405405
1813,16,2024-08-19,0.545454545454545
1814,4,2024-08-19,0.5
1815,6,2024-08-19,0.558823529411765
1816,16,2024-08-19,0.545454545454545
1817,6,2024-08-19,0.558823529411765
1818,18,2024-08-19,0.538461538461538
1819,15,2024-08-19,0.558823529411765
1820,10,2024-08-20,0.3
1821,13,2024-08-20,0.5
1822,7,2024-08-20,0.709677419354839
1823,14,2024-08-20,0.515151515151515
1824,5,2024-08-20,0.394736842105263
1825,2,2024-08-20,0.558823529411765
1826,20,2024-08-20,0.522727272727273
1827,9,2024-08-20,0.409090909090909
1828,14,2024-08-21,0.529411764705882
1829,5,2024-08-21,0.421052631578947
1830,13,2024-08-21,0.486486486486487
1831,10,2024-08-21,0.3
1832,4,2024-08-21,0.5
1833,16,2024-08-21,0.514285714285714
1834,11,2024-08-21,0.742857142857143
1835,10,2024-08-21,0.3
1836,12,2024-08-21,0.571428571428571
1837,11,2024-08-21,0.742857142857143
1838,3,2024-08-21,0.5
1839,16,2024-08-21,0.514285714285714
1840,13,2024-08-22,0.486486486486487
1841,17,2024-08-22,0.59375
1842,12,2024-08-22,0.551724137931034
1843,2,2024-08-22,0.542857142857143
1844,3,2024-08-22,0.486486486486487
1845,14,2024-08-22,0.5
1846,1,2024-08-22,0.464285714285714
1847,15,2024-08-22,0.542857142857143
1848,10,2024-08-22,0.34375
1849,18,2024-08-23,0.518518518518518
1850,20,2024-08-23,0.5
1851,8,2024-08-23,0.534883720930233
1852,18,2024-08-23,0.518518518518518
1853,6,2024-08-23,0.558823529411765
1854,3,2024-08-23,0.5
1855,11,2024-08-23,0.694444444444444
1856,14,2024-08-23,0.514285714285714
1857,17,2024-08-24,0.633333333333333
1858,8,2024-08-24,0.522727272727273
1859,5,2024-08-24,0.416666666666667
1860,13,2024-08-24,0.5
1861,15,2024-08-24,0.527777777777778
1862,15,2024-08-24,0.527777777777778
1863,5,2024-08-24,0.416666666666667
1864,1,2024-08-25,0.461538461538462
1865,19,2024-08-25,0.470588235294118
1866,15,2024-08-25,0.552631578947368
1867,3,2024-08-25,0.487179487179487
1868,16,2024-08-25,0.542857142857143
1869,15,2024-08-25,0.552631578947368
1870,17,2024-08-25,0.666666666666667
1871,13,2024-08-25,0.487179487179487
1872,10,2024-08-26,0.363636363636364
1873,16,2024-08-26,0.555555555555556
1874,1,2024-08-26,0.444444444444444
1875,11,2024-08-26,0.694444444444444
1876,13,2024-08-26,0.475
1877,10,2024-08-26,0.363636363636364
1878,19,2024-08-26,0.485714285714286
1879,8,2024-08-26,0.522727272727273
1880,14,2024-08-26,0.514285714285714
1881,12,2024-08-26,0.551724137931034
1882,11,2024-08-26,0.694444444444444
1883,20,2024-08-26,0.511111111111111
1884,14,2024-08-26,0.514285714285714
1885,17,2024-08-26,0.645161290322581
1886,10,2024-08-27,0.382352941176471
1887,10,2024-08-27,0.382352941176471
1888,4,2024-08-27,0.487179487179487
1889,7,2024-08-27,0.766666666666667
1890,19,2024-08-27,0.485714285714286
1891,9,2024-08-27,0.409090909090909
1892,3,2024-08-28,0.512820512820513
1893,12,2024-08-28,0.551724137931034
1894,7,2024-08-28,0.741935483870968
1895,13,2024-08-28,0.463414634146341
1896,11,2024-08-28,0.702702702702703
1897,13,2024-08-28,0.463414634146341
1898,8,2024-08-28,0.522727272727273
1899,5,2024-08-28,0.421052631578947
1900,12,2024-08-28,0.551724137931034
1901,1,2024-08-28,0.428571428571429
1902,9,2024-08-28,0.422222222222222
1903,5,2024-08-28,0.421052631578947
1904,10,2024-08-28,0.361111111111111
1905,9,2024-08-28,0.422222222222222
1906,6,2024-08-28,0.606060606060606
1907,13,2024-08-28,0.463414634146341
1908,14,2024-08-28,0.472222222222222
1909,16,2024-08-29,0.583333333333333
1910,1,2024-08-29,0.413793103448276
1911,4,2024-08-29,0.5
1912,3,2024-08-29,0.538461538461538
1913,16,2024-08-29,0.583333333333333
1914,9,2024-08-29,0.391304347826087
1915,6,2024-08-29,0.617647058823529
1916,12,2024-08-30,0.620689655172414
1917,16,2024-08-30,0.567567567567568
1918,17,2024-08-30,0.655172413793103
1919,5,2024-08-30,0.41025641025641
1920,7,2024-08-30,0.714285714285714
1921,15,2024-08-30,0.552631578947368
1922,20,2024-08-30,0.534883720930233
1923,5,2024-08-30,0.41025641025641
1924,11,2024-08-31,0.722222222222222
1925,20,2024-08-31,0.511627906976744
1926,20,2024-08-31,0.511627906976744
1927,8,2024-08-31,0.48780487804878
1928,20,2024-08-31,0.511627906976744
1929,6,2024-08-31,0.647058823529412
1930,8,2024-08-31,0.48780487804878
1931,20,2024-08-31,0.511627906976744
1932,9,2024-08-31,0.369565217391304
1933,15,2024-08-31,0.538461538461538
1934,19,2024-08-31,0.485714285714286
1935,4,2024-09-01,0.51219512195122
1936,1,2024-09-01,0.413793103448276
1937,13,2024-09-01,0.452380952380952
1938,15,2024-09-02,0.538461538461538
1939,6,2024-09-02,0.676470588235294
1940,8,2024-09-02,0.511627906976744
1941,6,2024-09-02,0.676470588235294
1942,15,2024-09-02,0.538461538461538
1943,20,2024-09-02,0.553191489361702
1944,9,2024-09-02,0.361702127659574
1945,18,2024-09-02,0.5
1946,3,2024-09-02,0.540540540540541
1947,10,2024-09-03,0.371428571428571
1948,10,2024-09-03,0.371428571428571
1949,1,2024-09-03,0.392857142857143
1950,6,2024-09-03,0.694444444444444
1951,13,2024-09-03,0.441860465116279
1952,17,2024-09-03,0.655172413793103
1953,10,2024-09-03,0.371428571428571
1954,10,2024-09-03,0.371428571428571
1955,7,2024-09-04,0.678571428571429
1956,3,2024-09-04,0.552631578947368
1957,17,2024-09-04,0.633333333333333
1958,19,2024-09-04,0.484848484848485
1959,7,2024-09-04,0.678571428571429
1960,19,2024-09-04,0.484848484848485
1961,6,2024-09-04,0.675675675675676
1962,6,2024-09-04,0.675675675675676
1963,1,2024-09-05,0.392857142857143
1964,3,2024-09-05,0.526315789473684
1965,7,2024-09-05,0.666666666666667
1966,6,2024-09-05,0.641025641025641
1967,17,2024-09-05,0.612903225806452
1968,13,2024-09-05,0.454545454545455
1969,7,2024-09-05,0.666666666666667
1970,1,2024-09-06,0.379310344827586
1971,13,2024-09-06,0.444444444444444
1972,10,2024-09-06,0.384615384615385
1973,8,2024-09-06,0.511627906976744
1974,15,2024-09-06,0.560975609756098
1975,2,2024-09-06,0.483870967741935
1976,3,2024-09-06,0.538461538461538
1977,5,2024-09-07,0.394736842105263
1978,9,2024-09-07,0.354166666666667
1979,6,2024-09-07,0.631578947368421
1980,2,2024-09-07,0.46875
1981,5,2024-09-07,0.394736842105263
1982,6,2024-09-07,0.631578947368421
1983,18,2024-09-07,0.5
1984,12,2024-09-07,0.615384615384615
1985,15,2024-09-08,0.571428571428571
1986,11,2024-09-08,0.714285714285714
1987,5,2024-09-08,0.384615384615385
1988,20,2024-09-08,0.547619047619048
1989,13,2024-09-08,0.454545454545455
1990,12,2024-09-08,0.592592592592593
1991,15,2024-09-08,0.571428571428571
1992,10,2024-09-08,0.375
1993,7,2024-09-08,0.625
1994,12,2024-09-09,0.607142857142857
1995,4,2024-09-09,0.552631578947368
1996,12,2024-09-09,0.607142857142857
1997,11,2024-09-09,0.722222222222222
1998,9,2024-09-09,0.340425531914894
1999,2,2024-09-10,0.454545454545455
2000,4,2024-09-10,0.564102564102564
2001,1,2024-09-10,0.37037037037037
2002,9,2024-09-10,0.333333333333333
2003,2,2024-09-10,0.454545454545455
2004,16,2024-09-10,0.575757575757576
2005,18,2024-09-11,0.464285714285714
2006,14,2024-09-11,0.448275862068966
2007,17,2024-09-11,0.642857142857143
2008,9,2024-09-11,0.346938775510204
2009,13,2024-09-11,0.477272727272727
2010,8,2024-09-11,0.463414634146341
2011,9,2024-09-11,0.346938775510204
2012,12,2024-09-12,0.566666666666667
2013,18,2024-09-12,0.464285714285714
2014,9,2024-09-12,0.36
2015,8,2024-09-12,0.476190476190476
2016,2,2024-09-12,0.457142857142857
2017,1,2024-09-12,0.37037037037037
2018,17,2024-09-12,0.607142857142857
2019,1,2024-09-12,0.37037037037037
2020,9,2024-09-13,0.372549019607843
2021,9,2024-09-13,0.372549019607843
2022,4,2024-09-13,0.578947368421053
2023,6,2024-09-13,0.666666666666667
2024,20,2024-09-13,0.560975609756098
2025,2,2024-09-13,0.441176470588235
2026,5,2024-09-13,0.41025641025641
2027,5,2024-09-13,0.41025641025641
2028,15,2024-09-14,0.558139534883721
2029,6,2024-09-14,0.65
2030,15,2024-09-14,0.558139534883721
2031,5,2024-09-14,0.414634146341463
2032,6,2024-09-14,0.65
2033,1,2024-09-15,0.344827586206897
2034,18,2024-09-15,0.448275862068966
2035,19,2024-09-15,0.46875
2036,10,2024-09-15,0.358974358974359
2037,18,2024-09-15,0.448275862068966
2038,10,2024-09-15,0.358974358974359
2039,11,2024-09-15,0.702702702702703
2040,18,2024-09-15,0.448275862068966
2041,16,2024-09-16,0.575757575757576
2042,2,2024-09-16,0.470588235294118
2043,5,2024-09-16,0.428571428571429
2044,7,2024-09-16,0.65625
2045,17,2024-09-16,0.586206896551724
2046,15,2024-09-16,0.534883720930233
2047,14,2024-09-16,0.464285714285714
2048,17,2024-09-18,0.551724137931034
2049,4,2024-09-18,0.583333333333333
2050,1,2024-09-18,0.366666666666667
2051,16,2024-09-18,0.588235294117647
2052,14,2024-09-18,0.482758620689655
2053,7,2024-09-18,0.65625
2054,19,2024-09-18,0.484848484848485
2055,20,2024-09-18,0.538461538461538
2056,16,2024-09-18,0.588235294117647
2057,20,2024-09-18,0.538461538461538
2058,2,2024-09-19,0.441176470588235
2059,19,2024-09-19,0.470588235294118
2060,19,2024-09-19,0.470588235294118
2061,16,2024-09-19,0.583333333333333
2062,2,2024-09-19,0.441176470588235
2063,17,2024-09-19,0.517241379310345
2064,13,2024-09-20,0.5
2065,5,2024-09-20,0.441860465116279
2066,17,2024-09-20,0.535714285714286
2067,11,2024-09-20,0.647058823529412
2068,7,2024-09-20,0.636363636363636
2069,16,2024-09-21,0.611111111111111
2070,14,2024-09-21,0.5
2071,14,2024-09-21,0.5
2072,7,2024-09-21,0.617647058823529
2073,16,2024-09-21,0.611111111111111
2074,1,2024-09-22,0.392857142857143
2075,3,2024-09-22,0.571428571428571
2076,6,2024-09-22,0.658536585365854
2077,9,2024-09-22,0.340425531914894
2078,6,2024-09-22,0.658536585365854
2079,14,2024-09-22,0.5
2080,8,2024-09-22,0.461538461538462
2081,1,2024-09-22,0.392857142857143
2082,7,2024-09-22,0.628571428571429
2083,3,2024-09-22,0.571428571428571
2084,4,2024-09-22,0.575757575757576
2085,19,2024-09-23,0.428571428571429
2086,15,2024-09-23,0.585365853658537
2087,13,2024-09-23,0.463414634146341
2088,12,2024-09-24,0.555555555555556
2089,16,2024-09-24,0.578947368421053
2090,19,2024-09-24,0.444444444444444
2091,18,2024-09-24,0.482758620689655
2092,10,2024-09-24,0.333333333333333
2093,1,2024-09-24,0.4
2094,20,2024-09-24,0.555555555555556
2095,3,2024-09-25,0.542857142857143
2096,17,2024-09-25,0.5
2097,18,2024-09-25,0.448275862068966
2098,1,2024-09-25,0.4
2099,2,2024-09-25,0.454545454545455
2100,5,2024-09-25,0.465116279069767
2101,14,2024-09-25,0.466666666666667
2102,16,2024-09-25,0.564102564102564
2103,13,2024-09-25,0.476190476190476
2104,5,2024-09-25,0.465116279069767
2105,1,2024-09-25,0.4
2106,1,2024-09-25,0.4
2107,8,2024-09-25,0.447368421052632
2108,13,2024-09-26,0.488372093023256
2109,10,2024-09-26,0.333333333333333
2110,14,2024-09-26,0.451612903225806
2111,3,2024-09-26,0.555555555555556
2112,10,2024-09-26,0.333333333333333
2113,16,2024-09-26,0.575
2114,15,2024-09-26,0.595238095238095
2115,19,2024-09-26,0.4
2116,15,2024-09-27,0.619047619047619
2117,15,2024-09-27,0.619047619047619
2118,9,2024-09-27,0.333333333333333
2119,3,2024-09-27,0.527777777777778
2120,15,2024-09-28,0.590909090909091
2121,16,2024-09-28,0.564102564102564
2122,10,2024-09-28,0.351351351351351
2123,14,2024-09-29,0.448275862068966
2124,12,2024-09-29,0.538461538461538
2125,14,2024-09-29,0.448275862068966
2126,2,2024-09-29,0.46875
2127,18,2024-09-29,0.466666666666667
2128,9,2024-09-29,0.354166666666667
2129,18,2024-09-29,0.466666666666667
2130,12,2024-09-29,0.538461538461538
2131,5,2024-09-29,0.477272727272727
2132,15,2024-09-29,0.590909090909091
2133,11,2024-09-30,0.580645161290323
2134,9,2024-09-30,0.346938775510204
2135,17,2024-09-30,0.5
2136,2,2024-09-30,0.5
2137,11,2024-09-30,0.580645161290323
2138,18,2024-09-30,0.46875
2139,20,2024-09-30,0.540540540540541
2140,20,2024-10-01,0.552631578947368
2141,15,2024-10-01,0.613636363636364
2142,1,2024-10-01,0.4375
2143,4,2024-10-01,0.607142857142857
2144,6,2024-10-01,0.65
2145,11,2024-10-01,0.575757575757576
2146,18,2024-10-01,0.46875
2147,13,2024-10-01,0.525
2148,17,2024-10-01,0.5
2149,18,2024-10-02,0.484848484848485
2150,18,2024-10-02,0.484848484848485
2151,6,2024-10-02,0.65
2152,10,2024-10-02,0.378378378378378
2153,8,2024-10-02,0.484848484848485
2154,5,2024-10-02,0.476190476190476
2155,18,2024-10-02,0.484848484848485
2156,16,2024-10-02,0.578947368421053
2157,11,2024-10-03,0.575757575757576
2158,19,2024-10-03,0.371428571428571
2159,1,2024-10-03,0.40625
2160,8,2024-10-03,0.5
2161,2,2024-10-03,0.484848484848485
2162,20,2024-10-03,0.564102564102564
2163,1,2024-10-04,0.393939393939394
2164,1,2024-10-04,0.393939393939394
2165,6,2024-10-04,0.658536585365854
2166,3,2024-10-04,0.527777777777778
2167,8,2024-10-05,0.5
2168,6,2024-10-05,0.625
2169,12,2024-10-05,0.538461538461538
2170,9,2024-10-05,0.354166666666667
2171,15,2024-10-05,0.613636363636364
2172,6,2024-10-05,0.625
2173,11,2024-10-05,0.558823529411765
2174,12,2024-10-05,0.538461538461538
2175,20,2024-10-05,0.575
2176,20,2024-10-06,0.560975609756098
2177,9,2024-10-06,0.346938775510204
2178,20,2024-10-06,0.560975609756098
2179,6,2024-10-06,0.642857142857143
2180,7,2024-10-06,0.59375
2181,8,2024-10-06,0.529411764705882
2182,5,2024-10-06,0.476190476190476
2183,19,2024-10-07,0.375
2184,12,2024-10-07,0.535714285714286
2185,4,2024-10-07,0.607142857142857
2186,4,2024-10-07,0.607142857142857
2187,12,2024-10-07,0.535714285714286
2188,6,2024-10-07,0.651162790697674
2189,18,2024-10-07,0.529411764705882
2190,12,2024-10-07,0.535714285714286
2191,12,2024-10-07,0.535714285714286
2192,14,2024-10-07,0.448275862068966
2193,9,2024-10-07,0.34
2194,16,2024-10-07,0.578947368421053
2195,5,2024-10-08,0.488372093023256
2196,13,2024-10-08,0.5
2197,20,2024-10-08,0.5
2198,4,2024-10-08,0.6
2199,20,2024-10-08,0.5
2200,15,2024-10-08,0.6
2201,14,2024-10-08,0.482758620689655
2202,4,2024-10-08,0.6
2203,14,2024-10-08,0.482758620689655
2204,19,2024-10-09,0.375
2205,11,2024-10-09,0.545454545454545
2206,16,2024-10-09,0.578947368421053
2207,15,2024-10-09,0.58695652173913
2208,4,2024-10-09,0.625
2209,17,2024-10-09,0.458333333333333
2210,10,2024-10-09,0.4
2211,10,2024-10-09,0.4
2212,12,2024-10-10,0.5625
2213,7,2024-10-10,0.575757575757576
2214,11,2024-10-10,0.545454545454545
2215,13,2024-10-10,0.5
2216,9,2024-10-10,0.346938775510204
2217,13,2024-10-10,0.5
2218,10,2024-10-10,0.405405405405405
2219,1,2024-10-10,0.371428571428571
2220,15,2024-10-10,0.565217391304348
2221,16,2024-10-10,0.555555555555556
2222,18,2024-10-10,0.542857142857143
2223,17,2024-10-10,0.44
2224,9,2024-10-11,0.34
2225,18,2024-10-11,0.555555555555556
2226,15,2024-10-11,0.553191489361702
2227,19,2024-10-11,0.40625
2228,12,2024-10-11,0.5625
2229,19,2024-10-11,0.40625
2230,13,2024-10-11,0.5
2231,5,2024-10-12,0.476190476190476
2232,7,2024-10-12,0.558823529411765
2233,12,2024-10-12,0.575757575757576
2234,12,2024-10-12,0.575757575757576
2235,1,2024-10-12,0.388888888888889
2236,10,2024-10-12,0.405405405405405
2237,10,2024-10-13,0.394736842105263
2238,1,2024-10-13,0.388888888888889
2239,12,2024-10-13,0.571428571428571
2240,4,2024-10-13,0.625
2241,20,2024-10-13,0.487179487179487
2242,10,2024-10-13,0.394736842105263
2243,14,2024-10-13,0.392857142857143
2244,8,2024-10-13,0.5625
2245,15,2024-10-13,0.553191489361702
2246,20,2024-10-13,0.487179487179487
2247,15,2024-10-14,0.541666666666667
2248,6,2024-10-14,0.682926829268293
2249,13,2024-10-14,0.5
2250,10,2024-10-14,0.4
2251,17,2024-10-14,0.423076923076923
2252,9,2024-10-14,0.346938775510204
2253,7,2024-10-14,0.529411764705882
2254,1,2024-10-15,0.378378378378378
2255,7,2024-10-15,0.514285714285714
2256,20,2024-10-15,0.487179487179487
2257,1,2024-10-15,0.378378378378378
2258,1,2024-10-15,0.378378378378378
2259,10,2024-10-15,0.390243902439024
2260,19,2024-10-15,0.40625
2261,18,2024-10-15,0.555555555555556
2262,16,2024-10-16,0.542857142857143
2263,5,2024-10-16,0.51219512195122
2264,13,2024-10-16,0.511627906976744
2265,5,2024-10-16,0.51219512195122
2266,11,2024-10-16,0.516129032258065
2267,11,2024-10-16,0.516129032258065
2268,6,2024-10-16,0.69047619047619
2269,10,2024-10-16,0.390243902439024
2270,20,2024-10-16,0.487179487179487
2271,7,2024-10-16,0.514285714285714
2272,10,2024-10-16,0.390243902439024
2273,2,2024-10-16,0.464285714285714
2274,13,2024-10-17,0.522727272727273
2275,15,2024-10-17,0.520833333333333
2276,4,2024-10-17,0.7
2277,14,2024-10-17,0.428571428571429
2278,13,2024-10-17,0.522727272727273
2279,13,2024-10-18,0.543478260869565
2280,11,2024-10-18,0.53125
2281,15,2024-10-18,0.520833333333333
2282,17,2024-10-18,0.444444444444444
2283,14,2024-10-18,0.464285714285714
2284,5,2024-10-18,0.534883720930233
2285,20,2024-10-18,0.512820512820513
2286,2,2024-10-18,0.464285714285714
2287,8,2024-10-19,0.6
2288,11,2024-10-19,0.545454545454545
2289,2,2024-10-19,0.448275862068966
2290,6,2024-10-19,0.714285714285714
2291,6,2024-10-19,0.714285714285714
2292,14,2024-10-19,0.448275862068966
2293,9,2024-10-19,0.347826086956522
2294,10,2024-10-19,0.372093023255814
2295,5,2024-10-19,0.522727272727273
2296,9,2024-10-19,0.347826086956522
2297,7,2024-10-19,0.514285714285714
2298,2,2024-10-19,0.448275862068966
2299,18,2024-10-20,0.555555555555556
2300,2,2024-10-20,0.419354838709677
2301,2,2024-10-20,0.419354838709677
2302,18,2024-10-20,0.555555555555556
2303,9,2024-10-20,0.361702127659574
2304,8,2024-10-20,0.620689655172414
2305,19,2024-10-20,0.419354838709677
2306,7,2024-10-20,0.514285714285714
2307,13,2024-10-20,0.543478260869565
2308,9,2024-10-20,0.361702127659574
2309,17,2024-10-20,0.428571428571429
2310,2,2024-10-20,0.419354838709677
2311,5,2024-10-21,0.522727272727273
2312,2,2024-10-21,0.424242424242424
2313,20,2024-10-21,0.525
2314,19,2024-10-21,0.451612903225806
2315,1,2024-10-21,0.375
2316,2,2024-10-21,0.424242424242424
2317,15,2024-10-22,0.5
2318,11,2024-10-22,0.545454545454545
2319,5,2024-10-22,0.533333333333333
2320,16,2024-10-22,0.5625
2321,1,2024-10-22,0.375
2322,13,2024-10-22,0.5
2323,7,2024-10-23,0.485714285714286
2324,15,2024-10-23,0.5
2325,2,2024-10-23,0.454545454545455
2326,13,2024-10-23,0.488888888888889
2327,20,2024-10-23,0.536585365853659
2328,3,2024-10-23,0.517241379310345
2329,1,2024-10-24,0.333333333333333
2330,7,2024-10-24,0.5
2331,3,2024-10-24,0.5
2332,5,2024-10-24,0.488372093023256
2333,5,2024-10-24,0.488372093023256
2334,2,2024-10-24,0.46875
2335,4,2024-10-24,0.72
2336,19,2024-10-24,0.451612903225806
2337,4,2024-10-24,0.72
2338,5,2024-10-24,0.488372093023256
2339,17,2024-10-25,0.448275862068966
2340,9,2024-10-25,0.333333333333333
2341,5,2024-10-25,0.511111111111111
2342,18,2024-10-25,0.552631578947368
2343,15,2024-10-25,0.511111111111111
2344,20,2024-10-25,0.536585365853659
2345,19,2024-10-25,0.46875
2346,16,2024-10-25,0.548387096774194
2347,9,2024-10-25,0.333333333333333
2348,12,2024-10-25,0.53125
2349,1,2024-10-25,0.35
2350,11,2024-10-25,0.53125
2351,2,2024-10-25,0.454545454545455
2352,14,2024-10-25,0.428571428571429
2353,4,2024-10-25,0.703703703703704
2354,13,2024-10-26,0.488888888888889
2355,9,2024-10-26,0.319148936170213
2356,1,2024-10-26,0.325
2357,20,2024-10-26,0.523809523809524
2358,10,2024-10-26,0.395348837209302
2359,10,2024-10-26,0.395348837209302
2360,18,2024-10-26,0.538461538461538
2361,19,2024-10-26,0.5
2362,1,2024-10-26,0.325
2363,6,2024-10-26,0.7
2364,9,2024-10-26,0.319148936170213
2365,3,2024-10-27,0.517241379310345
2366,5,2024-10-27,0.534883720930233
2367,6,2024-10-27,0.682926829268293
2368,8,2024-10-27,0.586206896551724
2369,5,2024-10-27,0.534883720930233
2370,3,2024-10-27,0.517241379310345
2371,16,2024-10-27,0.53125
2372,16,2024-10-27,0.53125
2373,17,2024-10-27,0.466666666666667
2374,20,2024-10-27,0.534883720930233
2375,12,2024-10-27,0.515151515151515
2376,10,2024-10-28,0.431818181818182
2377,8,2024-10-28,0.566666666666667
2378,6,2024-10-28,0.666666666666667
2379,10,2024-10-28,0.431818181818182
2380,9,2024-10-28,0.326530612244898
2381,9,2024-10-28,0.326530612244898
2382,15,2024-10-28,0.511111111111111
2383,11,2024-10-28,0.5
2384,8,2024-10-29,0.548387096774194
2385,19,2024-10-29,0.484848484848485
2386,18,2024-10-29,0.578947368421053
2387,13,2024-10-29,0.51219512195122
2388,3,2024-10-29,0.5
2389,2,2024-10-29,0.451612903225806
2390,19,2024-10-29,0.484848484848485
2391,20,2024-10-30,0.534883720930233
2392,12,2024-10-30,0.545454545454545
2393,4,2024-10-30,0.678571428571429
2394,18,2024-10-30,0.58974358974359
2395,4,2024-10-30,0.678571428571429
2396,11,2024-10-30,0.5
2397,4,2024-10-30,0.678571428571429
2398,7,2024-10-30,0.470588235294118
2399,13,2024-10-31,0.48780487804878
2400,15,2024-11-01,0.522727272727273
2401,2,2024-11-01,0.419354838709677
2402,19,2024-11-01,0.470588235294118
2403,15,2024-11-01,0.522727272727273
2404,14,2024-11-01,0.444444444444444
2405,20,2024-11-01,0.511627906976744
2406,15,2024-11-01,0.522727272727273
2407,20,2024-11-01,0.511627906976744
2408,4,2024-11-01,0.67741935483871
2409,20,2024-11-02,0.488888888888889
2410,19,2024-11-02,0.470588235294118
